accession	domain	order	family	genus	species	name	locus
GCF_003546865.1	Bac	186826	186827	NO RANK	2036206	Aerococcaceae_bacterium_ZY16052	['NZ_CP023434']
GCF_000010105.1	Bac	85007	85025	1827	1833	Rhodococcus_erythropolis	['NC_012490', 'NC_007486', 'NC_007487', 'NC_007491']
GCF_002356035.1	Bac	85007	85025	1817	37332	Nocardia_seriolae	['NZ_AP017900']
GCF_003003815.1	Bac	118969	444	445	446	Legionella_pneumophila	['NZ_CP021269']
GCF_001988135.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP013080']
GCF_003666465.1	Bac	356	82115	357	358	Agrobacterium_tumefaciens	['NZ_CP032917', 'NZ_CP032918', 'NZ_CP032919', 'NZ_CP032920']
GCF_900236355.1	Bac	356	118882	234	29459	Brucella_melitensis	['NZ_LT962945', 'NZ_LT962946']
GCF_002886585.1	Bac	85007	1762	1763	1773	Mycobacterium_tuberculosis	['NZ_CP025608']
GCF_900618275.1	Bac	72274	135621	286	287	Pseudomonas_aeruginosa	['NZ_LR130530']
GCF_002224385.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_CP022440']
GCF_001986635.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP011699']
GCF_000018425.1	Bac	186802	186807	471826	471827	Candidatus_Desulforudis_audaxviator	['NC_010424']
GCF_000025705.1	Bac	32003	90627	314343	63745	Sideroxydans_lithotrophicus	['NC_013959']
GCF_000196175.1	Bac	213481	213483	958	959	Bdellovibrio_bacteriovorus	['NC_005363']
GCF_000734055.1	Bac	200644	49546	34084	34085	Riemerella_anatipestifer	['NZ_CP006649']
GCF_000714675.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP008797', 'NZ_CP008798', 'NZ_CP008799', 'NZ_CP008800']
GCF_001985145.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP011178']
GCF_000953015.1	Bac	32003	32011	1679002	1581680	Candidatus_Methylopumilus_turicensis	['NZ_LN794158']
GCF_000817975.1	Bac	72274	135621	352	353	Azotobacter_chroococcum	['NZ_CP010415', 'NZ_CP010416', 'NZ_CP010417', 'NZ_CP010418', 'NZ_CP010419', 'NZ_CP010420', 'NZ_CP010421']
GCF_003203655.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP029671', 'NZ_CP029670']
GCF_002157225.2	Bac	1706369	1706371	2036021	1737490	Agarilytica_rhodophyticola	['NZ_CP020038', 'NZ_CP021745', 'NZ_CP021746', 'NZ_CP021747']
GCF_001652685.1	Bac	118969	444	445	446	Legionella_pneumophila	['NZ_CP015344']
GCF_001989015.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP013888']
GCF_000510305.1	Bac	72274	135621	286	287	Pseudomonas_aeruginosa	['NC_023149']
GCF_002105695.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NZ_CP020832']
GCF_002761035.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP018655', 'NZ_CP018656']
GCF_001922105.1	Bac	135614	32033	338	346	Xanthomonas_citri	['NZ_CP018858', 'NZ_CP018859', 'NZ_CP018860']
GCF_002865885.1	Bac	186802	31979	1485	1491	Clostridium_botulinum	['NZ_CP013850', 'NZ_CP013851', 'NZ_CP013852']
GCF_001865295.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP017669', 'NZ_CP017670']
GCF_002012305.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP019020', 'NZ_CP019019', 'NZ_CP019018', 'NZ_CP019016', 'NZ_CP019017']
GCF_000010325.1	Bac	NO RANK	NO RANK	269258	387092	Nitratiruptor_sp._SB155-2	['NC_009662']
GCF_000807375.1	Bac	186826	1300	1357	1358	Lactococcus_lactis	['NZ_CP010050']
GCF_001653795.1	Bac	80840	NO RANK	65047	1658665	Mitsuaria_sp._7	['NZ_CP011514', 'NZ_CP011515']
GCF_002838345.1	Bac	85004	31953	1678	1685	Bifidobacterium_breve	['NZ_CP021389']
GCF_002312985.1	Bac	186802	31979	1485	1502	Clostridium_perfringens	['NZ_CP023410', 'NZ_CP023411', 'NZ_CP023412', 'NZ_CP023413']
GCF_002105735.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP020835', 'NZ_CP020836']
GCF_000582845.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NC_022568']
GCF_001941345.1	Bac	85007	1653	1716	1705	Corynebacterium_stationis	['NZ_CP009251', 'NZ_CP009252']
GCF_003571585.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP032175', 'NZ_CP032173', 'NZ_CP032174']
GCF_001750065.2	Bac	85007	1762	1763	222805	Mycobacterium_chimaera	['NZ_CP012885', 'NZ_CP012886', 'NZ_CP012887', 'NZ_CP012888']
GCF_900323965.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_LT992435']
GCF_003812905.1	Bac	72274	135621	286	287	Pseudomonas_aeruginosa	['NZ_CP033843']
GCF_000582515.1	Bac	91347	1903411	629	367190	Yersinia_similis	['NZ_CP007230', 'NZ_CP007231']
GCF_001663295.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP014762', 'NZ_CP014763', 'NZ_CP014764', 'NZ_CP014765']
GCF_003006055.1	Bac	1385	90964	1279	1286	Staphylococcus_simulans	['NZ_CP017428', 'NZ_CP017429']
GCF_900639545.1	Bac	186826	81852	1350	1352	Enterococcus_faecium	['NZ_LR135384', 'NZ_LR135385', 'NZ_LR135386', 'NZ_LR135387', 'NZ_LR135388', 'NZ_LR135389', 'NZ_LR135390', 'NZ_LR135391', 'NZ_LR135392', 'NZ_LR135393']
GCF_000015545.1	Bac	80840	80864	12916	232721	Acidovorax_sp._JS42	['NC_008782', 'NC_008765', 'NC_008766']
GCF_900187135.1	Bac	85007	1653	1716	65058	Corynebacterium_ulcerans	['NZ_LT906443']
GCF_900474935.1	Bac	186826	1300	1301	1314	Streptococcus_pyogenes	['NZ_LS483337']
GCF_002220485.1	Bac	85004	31953	1678	28025	Bifidobacterium_animalis	['NZ_CP017098']
GCF_003628775.1	Bac	91347	1903410	204037	1778540	Dickeya_fangzhongdai	['NZ_CP020872']
GCF_000281535.2	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP008827', 'NZ_CP008828', 'NZ_CP008829', 'NZ_CP008830']
GCF_000732425.1	Bac	186826	1300	1301	1314	Streptococcus_pyogenes	['NZ_CP007041']
GCF_000006925.2	Bac	91347	543	620	623	Shigella_flexneri	['NC_004337', 'NC_004851']
GCF_001664165.1	Bac	356	82115	379	396	Rhizobium_phaseoli	['NZ_CP013585', 'NZ_CP013586', 'NZ_CP013587', 'NZ_CP013588', 'NZ_CP013589']
GCF_001767335.1	Bac	72274	135621	286	303	Pseudomonas_putida	['NZ_CP016212']
GCF_000144605.1	Bac	204458	76892	41275	74313	Brevundimonas_subvibrioides	['NC_014375']
GCF_002197305.1	Bac	186826	1300	1301	1311	Streptococcus_agalactiae	['NZ_CP021867']
GCF_900635095.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_LR133917']
GCF_900639605.1	Bac	186826	81852	1350	1352	Enterococcus_faecium	['NZ_LR135394', 'NZ_LR135395', 'NZ_LR135396', 'NZ_LR135397', 'NZ_LR135398', 'NZ_LR135399', 'NZ_LR135400']
GCF_000022765.1	Bac	186802	31979	1485	1491	Clostridium_botulinum	['NC_012563']
GCF_002162055.1	Bac	186826	33958	1578	1624	Lactobacillus_salivarius	['NZ_CP020858', 'NZ_CP020859', 'NZ_CP020860']
GCF_004009295.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP025361']
GCF_000214435.1	Bac	186802	186807	1562	1565	Desulfotomaculum_nigrificans	['NC_015565']
GCF_001729225.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP016385', 'NZ_CP016386', 'NZ_CP016387', 'NZ_CP016388', 'NZ_CP016389', 'NZ_CP016390']
GCF_001888985.1	Bac	186826	33958	1578	1584	Lactobacillus_delbrueckii	['NZ_CP018156']
GCF_000213255.1	Bac	68295	543372	252965	252966	Mahella_australiensis	['NC_015520']
GCF_001663735.1	Bac	186826	33958	1578	375175	Lactobacillus_backii	['NZ_CP014890', 'NZ_CP014891', 'NZ_CP014892', 'NZ_CP014893', 'NZ_CP014894', 'NZ_CP014895', 'NZ_CP014896', 'NZ_CP014897', 'NZ_CP014898']
GCF_001664445.1	Bac	356	82115	379	396	Rhizobium_phaseoli	['NZ_CP013547', 'NZ_CP013548', 'NZ_CP013549', 'NZ_CP013550', 'NZ_CP013551']
GCF_003671975.1	Bac	72274	135621	286	76759	Pseudomonas_monteilii	['NZ_CP022562', 'NZ_CP022563']
GCF_000203935.1	Bac	135622	267890	22	94122	Shewanella_sp._ANA-3	['NC_008577', 'NC_008573']
GCF_003432365.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP031838']
GCF_001272835.1	Bac	2085	2092	2093	2104	Mycoplasma_pneumoniae	['NZ_CP010546']
GCF_002356275.1	Bac	80840	119060	32008	95485	Burkholderia_stabilis	['NZ_AP018111', 'NZ_AP018112', 'NZ_AP018113']
GCF_002088315.1	Bac	51291	809	810	813	Chlamydia_trachomatis	['NZ_CP020535']
GCF_003351665.1	Bac	206351	481	482	28449	Neisseria_subflava	['NZ_CP031251']
GCF_900637085.1	Bac	85007	1762	1866885	1771	Mycolicibacterium_phlei	['NZ_LR134347']
GCF_004022505.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP034953']
GCF_002859745.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP018037']
GCF_003856715.1	Bac	85006	85023	33882	2048898	Microbacterium_sp._Y-01	['NZ_CP024170']
GCF_000221205.1	Bac	766	775	780	226665	Rickettsia_heilongjiangensis	['NC_015866']
GCF_002216815.1	Bac	356	82115	34019	34021	Candidatus_Liberibacter_asiaticus	['NZ_CP019958']
GCF_900635635.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_LR134152']
GCF_002074115.1	Bac	1385	186817	1386	1402	Bacillus_licheniformis	['NZ_CP014793']
GCF_002859285.1	Bac	135625	712	745	747	Pasteurella_multocida	['NZ_CP015560']
GCF_000376585.1	Bac	766	942	953	77038	Wolbachia_endosymbiont_of_Drosophila_simulans	['NC_021084']
GCF_000218305.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NC_017537']
GCF_001572725.1	Bac	91347	1903411	613	61652	Serratia_rubidaea	['NZ_CP014474']
GCF_900116935.1	Bac	186826	33958	1578	89059	Lactobacillus_acidipiscis	['NZ_LT630287']
GCF_004006545.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP034784', 'NZ_CP034786', 'NZ_CP034785']
GCF_001605155.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP010962']
GCF_001293145.1	Bac	85004	31953	1678	216816	Bifidobacterium_longum	['NZ_CP010453', 'NZ_CP010454']
GCF_002022045.1	Bac	200644	49546	308865	1117645	Elizabethkingia_anophelis	['NZ_CP016372']
GCF_001281105.1	Bac	186826	1300	1301	1302	Streptococcus_gordonii	['NZ_CP012648']
GCF_003425645.1	Bac	135625	712	724	727	Haemophilus_influenzae	['NZ_CP031682']
GCF_900323955.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_LT992436']
GCF_001975205.1	Bac	85009	31957	1912215	1748	Acidipropionibacterium_acidipropionici	['NZ_CP019400']
GCF_001975405.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP019411']
GCF_003999355.1	Bac	186826	33958	1578	83683	Lactobacillus_amylolyticus	['NZ_CP031835', 'NZ_CP031836']
GCF_003203435.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP023722', 'NZ_CP023723', 'NZ_CP023724', 'NZ_CP023725']
GCF_002894285.1	Bac	80840	119060	48736	305	Ralstonia_solanacearum	['NZ_CP025985', 'NZ_CP025986']
GCF_002761055.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP018657', 'NZ_CP018658']
GCF_000009885.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NC_012731', 'NC_006625']
GCF_002794435.1	Bac	85007	1653	1716	1719	Corynebacterium_pseudotuberculosis	['NZ_CP024602']
GCF_000801205.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP009685']
GCF_002850315.1	Bac	1385	90964	1279	1282	Staphylococcus_epidermidis	['NZ_CP013943']
GCF_000006985.1	Bac	191411	191412	256319	1097	Chlorobaculum_tepidum	['NC_002932']
GCF_001465545.3	Bac	80840	119060	93217	93219	Pandoraea_norimbergensis	['NZ_CP013480']
GCF_000283515.1	Bac	204457	41297	165695	627192	Sphingobium_sp._SYK-6	['NC_015976', 'NC_015974']
GCF_000307795.1	Bac	213849	72293	209	210	Helicobacter_pylori	['NC_018939']
GCF_003665435.1	Bac	85011	2062	1883	68203	Streptomyces_fungicidicus	['NZ_CP023407', 'NZ_CP023408']
GCF_001676745.1	Bac	80840	506	517	463025	Bordetella_bronchialis	['NZ_CP016171']
GCF_001870145.1	Bac	85007	1762	1763	1773	Mycobacterium_tuberculosis	['NZ_CP017920']
GCF_002288385.1	Bac	2039638	2162846	622681	1884913	Candidatus_Planktophila_lacus	['NZ_CP016783']
GCF_900477995.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_LS483454']
GCF_002073415.2	Bac	1385	186817	1386	1839798	Bacillus_sp._FDAARGOS_235	['NZ_CP020437', 'NZ_CP020434', 'NZ_CP020436', 'NZ_CP020435']
GCF_000576085.2	Bac	204441	433	364409	364410	Granulibacter_bethesdensis	['NZ_CP003181']
GCF_000757825.1	Bac	91347	543	158483	158822	Cedecea_neteri	['NZ_CP009451']
GCF_000967155.2	Bac	91347	543	561	562	Escherichia_coli	['NZ_HF572917', 'NC_022742', 'NC_022743', 'NC_022741']
GCF_000007905.1	Bac	213849	72293	209	32025	Helicobacter_hepaticus	['NC_004917']
GCF_000092125.1	Bac	68933	188786	65551	52022	Meiothermus_silvanus	['NC_014212', 'NC_014213', 'NC_014214']
GCF_001660525.1	Bac	1385	186817	1386	1423	Bacillus_subtilis	['NZ_CP015975']
GCF_003713025.1	Bac	85007	1762	1763	1764	Mycobacterium_avium	['NZ_CP033428']
GCF_900637975.1	Bac	2037	2049	1654	1656	Actinomyces_viscosus	['NZ_LR134477']
GCF_001908795.1	Bac	135614	32033	338	456327	Xanthomonas_euvesicatoria	['NZ_CP018467', 'NZ_CP018464', 'NZ_CP018463', 'NZ_CP018466', 'NZ_CP018465']
GCF_003355375.1	Bac	206351	481	482	487	Neisseria_meningitidis	['NZ_CP031328']
GCF_000215895.1	Bac	135622	267890	22	62322	Shewanella_baltica	['NC_017579', 'NC_017577', 'NC_017580', 'NC_017578']
GCF_002288565.1	Bac	135614	32033	338	346	Xanthomonas_citri	['NZ_CP023155', 'NZ_CP023156', 'NZ_CP023157', 'NZ_CP023158']
GCF_000499365.1	Bac	1202465	1202464	61434	61435	Dehalococcoides_mccartyi	['NC_022964']
GCF_900478205.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_LS483481']
GCF_002346185.1	Bac	80840	119060	32008	13373	Burkholderia_mallei	['NZ_CP009741', 'NZ_CP009742']
GCF_000015965.1	Bac	1890424	1213	1218	1219	Prochlorococcus_marinus	['NC_009091']
GCF_002085605.1	Bac	72274	135621	286	287	Pseudomonas_aeruginosa	['NZ_CP016955']
GCF_003144175.1	Bac	186826	1300	1301	1307	Streptococcus_suis	['NZ_CP029398', 'NZ_CP029399']
GCF_003574925.1	Bac	186826	81852	1350	1352	Enterococcus_faecium	['NZ_CP032308', 'NZ_CP032309', 'NZ_CP032307']
GCF_000439255.1	Bac	91347	543	590	54736	Salmonella_bongori	['NC_021870', 'NC_021871']
GCF_001188655.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NZ_CP009242']
GCF_002080415.1	Bac	204455	31989	74030	215743	Roseovarius_mucosus	['NZ_CP020474', 'NZ_CP020475', 'NZ_CP020476']
GCF_003999215.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP025736', 'NZ_CP025737']
GCF_003660125.1	Bac	91347	543	547	158836	Enterobacter_hormaechei	['NZ_CP032841', 'NZ_CP032842', 'NZ_CP032843', 'NZ_CP032844', 'NZ_CP032845', 'NZ_CP032846', 'NZ_CP032847']
GCF_003351625.1	Bac	135625	712	724	726	Haemophilus_haemolyticus	['NZ_CP031238']
GCF_900636755.1	Bac	72274	135621	286	287	Pseudomonas_aeruginosa	['NZ_LR134309']
GCF_003193665.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP029649', 'NZ_CP029648']
GCF_002243325.2	Bac	1385	186817	1386	492670	Bacillus_velezensis	['NZ_CP022654']
GCF_002257585.1	Bac	200666	84566	423349	1234841	Mucilaginibacter_sp._BJC16-A31	['NZ_CP022743']
GCF_004008795.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP025360']
GCF_900475065.1	Bac	186826	1300	1301	150055	Streptococcus_lutetiensis	['NZ_LS483348']
GCF_001522585.2	Bac	80840	119060	32008	1637853	Burkholderia_sp._NRF60-BP8	['NZ_CP013373', 'NZ_CP013372', 'NZ_CP013374']
GCF_000266925.1	Bac	649776	649777	49894	97477	Acetomicrobium_mobile	['NC_018024']
GCF_003851805.1	Bac	72274	135621	286	587753	Pseudomonas_chlororaphis	['NZ_CP027742']
GCF_001953675.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP019204', 'NZ_CP019205']
GCF_001717975.2	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP017094', 'NZ_CP025488', 'NZ_CP017095']
GCF_002810325.1	Bac	356	772	773	515256	Bartonella_sp._1-1C	['NZ_CP019489']
GCF_000046845.1	Bac	72274	468	469	62977	Acinetobacter_sp._ADP1	['NC_005966']
GCF_003288075.1	Bac	186826	1300	1301	1311	Streptococcus_agalactiae	['NZ_CP021772']
GCF_001787355.1	Bac	204441	433	153497	153496	Kozakia_baliensis	['NZ_CP014681', 'NZ_CP014682', 'NZ_CP014683', 'NZ_CP014684', 'NZ_CP014685', 'NZ_CP014686']
GCF_000740195.1	Bac	356	118882	234	235	Brucella_abortus	['NZ_CP007705', 'NZ_CP007706']
GCF_002844355.1	Bac	186826	1300	1301	1314	Streptococcus_pyogenes	['NZ_CP021640']
GCF_001448665.2	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP030288', 'NZ_CP030289', 'NZ_CP030290', 'NZ_CP030291']
GCF_003425445.1	Bac	135625	712	724	727	Haemophilus_influenzae	['NZ_CP031689']
GCF_003031485.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP021105']
GCF_001683315.1	Bac	1385	90964	1279	246432	Staphylococcus_equorum	['NZ_CP013980', 'NZ_CP013981', 'NZ_CP013982', 'NZ_CP013983']
GCF_000017025.1	Bac	186802	31979	1485	1491	Clostridium_botulinum	['NC_009697']
GCF_000018905.1	Bac	356	118882	234	29461	Brucella_suis	['NC_010169', 'NC_010167']
GCF_000019905.1	Bac	1385	NO RANK	33986	332410	Exiguobacterium_sibiricum	['NC_010556', 'NC_010549', 'NC_010550']
GCF_002285455.1	Bac	91347	543	561	208962	Escherichia_albertii	['NZ_AP014855']
GCF_900475735.1	Bac	118969	444	445	446	Legionella_pneumophila	['NZ_LS483410']
GCF_000258905.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NC_017728']
GCF_004008155.1	Bac	80840	506	517	519	Bordetella_parapertussis	['NZ_CP025068']
GCF_004009035.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP025375']
GCF_001185215.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP011790']
GCF_002224285.1	Bac	85006	1268	1663	2020486	Arthrobacter_sp._YN	['NZ_CP022436']
GCF_001077655.1	Bac	72274	468	469	470	Acinetobacter_baumannii	['NZ_CP012006', 'NZ_CP012007', 'NZ_CP012008']
GCF_000767465.1	Bac	204457	41297	165696	205844	Novosphingobium_pentaromativorans	['NZ_CP009291', 'NZ_CP009294', 'NZ_CP009296', 'NZ_CP009292', 'NZ_CP009293', 'NZ_CP009295']
GCF_000152165.1	Bac	206351	481	482	487	Neisseria_meningitidis	['NC_017505']
GCF_003019295.1	Bac	203491	203492	848	851	Fusobacterium_nucleatum	['NZ_CP028101']
GCF_002072775.2	Bac	85007	1762	1763	1773	Mycobacterium_tuberculosis	['NZ_CP020381']
GCF_001985165.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP011179']
GCF_003330845.1	Bac	85011	2062	1883	2072505	Streptomyces_sp._Go-475	['NZ_CP026121']
GCF_003073475.1	Bac	2037	2049	76833	2495645	Actinobaculum_sp._313	['NZ_CP029033']
GCF_001507065.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_CP010464']
GCF_001660505.1	Bac	135623	641	662	55601	Vibrio_anguillarum	['NZ_CP011460', 'NZ_CP011461']
GCF_001908855.1	Bac	135614	32033	338	442694	Xanthomonas_perforans	['NZ_CP018475', 'NZ_CP018472', 'NZ_CP018476', 'NZ_CP018474', 'NZ_CP018473']
GCF_001985265.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP011184']
GCF_002393525.1	Bac	204455	31989	302485	60890	Phaeobacter_gallaeciensis	['NZ_CP010784', 'NZ_CP010785', 'NZ_CP010786', 'NZ_CP010787', 'NZ_CP010788', 'NZ_CP010789', 'NZ_CP010790', 'NZ_CP010791']
GCF_000255255.1	Bac	85007	1653	1716	1717	Corynebacterium_diphtheriae	['NC_016790']
GCF_003950275.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_CP034393']
GCF_001721645.1	Bac	200666	84566	84567	430522	Pedobacter_steynii	['NZ_CP017141']
GCF_001705565.1	Bac	135614	32033	338	48664	Xanthomonas_fragariae	['NZ_CP016830', 'NZ_CP016831', 'NZ_CP016832']
GCF_002355935.1	Bac	85006	1268	32207	172042	Rothia_aeria	['NZ_AP017895']
GCF_002081995.1	Bac	1385	186818	1569	1571	Sporosarcina_ureae	['NZ_CP015108']
GCF_900475575.1	Bac	80840	506	222	85698	Achromobacter_xylosoxidans	['NZ_LS483395']
GCF_001559115.2	Bac	1385	90964	1279	1286	Staphylococcus_simulans	['NZ_CP014016']
GCF_001315015.1	Bac	204441	41295	191	192	Azospirillum_brasilense	['NZ_CP012914', 'NZ_CP012915', 'NZ_CP012916', 'NZ_CP012917', 'NZ_CP012918', 'NZ_CP012919']
GCF_000328765.2	Bac	68295	186814	499228	499229	Tepidanaerobacter_acetatoxydans	['NC_019954']
GCF_003112205.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP028122', 'NZ_CP028120', 'NZ_CP028121', 'NZ_CP028123']
GCF_000245515.1	Bac	91347	543	561	562	Escherichia_coli	['NC_017656', 'NC_017653', 'NC_017657', 'NC_017654', 'NC_017658', 'NC_017655']
GCF_000018805.1	Bac	91347	1903411	629	632	Yersinia_pestis	['NC_010159', 'NC_010157', 'NC_010158']
GCF_000277165.1	Bac	766	775	780	782	Rickettsia_prowazekii	['NC_017049']
GCF_000828735.1	Bac	2085	2092	2129	134821	Ureaplasma_parvum	['NZ_AP014584']
GCF_003966775.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_AP018784', 'NZ_AP018785']
GCF_000014105.1	Bac	206351	481	482	487	Neisseria_meningitidis	['NC_010120']
GCF_003286935.1	Bac	135625	712	2094023	738	Glaesserella_parasuis	['NZ_CP021644']
GCF_001902415.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP018438', 'NZ_CP018441', 'NZ_CP018443', 'NZ_CP018442', 'NZ_CP018445', 'NZ_CP018444', 'NZ_CP018440', 'NZ_CP018446', 'NZ_CP018439']
GCF_003856475.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP034123', 'NZ_CP034124', 'NZ_CP034125', 'NZ_CP034126', 'NZ_CP034127']
GCF_003718175.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP029885']
GCF_002776775.1	Bac	135614	32033	338	339	Xanthomonas_campestris	['NZ_CP017310']
GCF_004014875.1	Bac	85009	85015	1839	2500546	Nocardioides_sp._HY056	['NZ_CP034929']
GCF_003955715.1	Bac	85011	2062	1883	2495589	Streptomyces_brunneus	['NZ_CP034463']
GCF_900636105.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_LR134226']
GCF_002811325.2	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP028583', 'NZ_CP028579', 'NZ_CP028580', 'NZ_CP028581', 'NZ_CP028582']
GCF_000069245.1	Bac	72274	468	469	470	Acinetobacter_baumannii	['NC_010410', 'NC_010401', 'NC_010402', 'NC_010404', 'NC_010403']
GCF_002848225.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP025520']
GCF_003063555.1	Bac	356	69277	31988	374606	Aminobacter_sp._MSH1	['NZ_CP028968', 'NZ_CP028967', 'NZ_CP028966', 'NZ_CP028969', 'NZ_CP028970', 'NZ_CP028971', 'NZ_CP028972', 'NZ_CP028973']
GCF_000025485.1	Bac	135613	1046	85072	1049	Allochromatium_vinosum	['NC_013851', 'NC_013852', 'NC_013862']
GCF_002073495.2	Bac	NO RANK	170	171	173	Leptospira_interrogans	['NZ_CP020414', 'NZ_CP020413']
GCF_900095495.1	Bac	171549	815	816	28116	Bacteroides_ovatus	['NZ_LT622246']
GCF_004015325.1	Bac	48461	1647988	239934	239935	Akkermansia_muciniphila	['NZ_CP025835']
GCF_003015715.1	Bac	135614	32033	338	56459	Xanthomonas_vasicola	['NZ_CP028127']
GCF_003019695.1	Bac	203491	203492	848	849	Fusobacterium_gonidiaformans	['NZ_CP028106']
GCF_000253275.1	Bac	200644	49546	237	55197	Flavobacterium_branchiophilum	['NC_016001', 'NC_018751']
GCF_000166055.1	Bac	356	45401	1068	1069	Rhodomicrobium_vannielii	['NC_014664']
GCF_002393385.1	Bac	135625	712	745	747	Pasteurella_multocida	['NZ_CP023516']
GCF_002983965.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP027414', 'NZ_CP027415', 'NZ_CP027413', 'NZ_CP027416']
GCF_000807425.2	Bac	91347	543	547	158836	Enterobacter_hormaechei	['NZ_CP012167', 'NZ_CP010383', 'NZ_CP012169', 'NZ_CP012168', 'NZ_CP010381', 'NZ_CP010382']
GCF_003060745.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_CP028910']
GCF_001941865.1	Bac	72274	135621	286	101564	Pseudomonas_alcaliphila	['NZ_CP016162']
GCF_000600165.1	Bac	213849	72293	209	210	Helicobacter_pylori	['NZ_CP006824']
GCF_003851605.1	Bac	72274	135621	286	76758	Pseudomonas_orientalis	['NZ_CP027725']
GCF_000737325.1	Bac	29	1055686	1055688	927083	Sandaracinus_amylolyticus	['NZ_CP011125']
GCF_002220985.3	Bac	135623	641	662	670	Vibrio_parahaemolyticus	['NZ_CP022552', 'NZ_CP022553']
GCF_001010805.1	Bac	1706369	1706375	630749	1620392	Spongiibacter_sp._IMCC21906	['NZ_CP011477', 'NZ_CP011478']
GCF_001702195.1	Bac	186826	33958	1578	240427	Lactobacillus_paracollinoides	['NZ_CP014924', 'NZ_CP014925', 'NZ_CP014926', 'NZ_CP014927', 'NZ_CP014928', 'NZ_CP014929', 'NZ_CP014930', 'NZ_CP014931', 'NZ_CP014932']
GCF_002850675.3	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP025950', 'NZ_CP025946', 'NZ_CP025945', 'NZ_CP025947', 'NZ_CP025948', 'NZ_CP025944', 'NZ_CP025949']
GCF_002142595.1	Bac	1385	186817	1386	1423	Bacillus_subtilis	['NZ_CP021169']
